Public Food Key,Classification,Food Name,"Energy with dietary fibre, equated 
(kJ)","Moisture (water) 
(g)","Protein 
(g)","Nitrogen 
(g)","Fat, total 
(g)","Total dietary fibre 
(g)","Glucose 
(g)",Added sugars (g),"Free sugars 
(g)","Starch 
(g)","Available carbohydrate, without sugar alcohols 
(g)","Available carbohydrate, with sugar alcohols 
(g)","Calcium (Ca) 
(mg)","Copper (Cu) 
(mg)","Iodine (I) 
(ug)","Iron (Fe) 
(mg)","Magnesium (Mg) 
(mg)","Phosphorus (P) 
(mg)","Potassium (K) 
(mg)","Sodium (Na) 
(mg)","Zinc (Zn) 
(mg)","Cobalamin (B12) 
(ug)","Folic acid 
(ug)","Vitamin C 
(mg)","Vitamin E 
(mg)","Total saturated fatty acids, equated 
(g)","Caffeine 
(mg)","Cholesterol 
(mg)"
F001277,15101,"Blue grenadier, flesh, raw",307,82.8,15.2,2.43,1.2,0,,0,0,0,0.2,0.2,8,,27.1,0.88,20,154,306,53,0.23,0.7,0,0,0.24,0.28,0,38
F001276,15101,"Blue grenadier, flesh, baked, no added fat",427,75.6,22,3.52,1.3,0,,0,0,0,0.3,0.3,9,,0,0.2,24,166,328,56,0.32,0.9,0,0,0.22,0.3,0,54
F001278,15101,"Blue grenadier, flesh, steamed, no added fat",399,77.1,20.6,3.29,1.2,0,,0,0,0,0.3,0.3,10,,24.4,0.19,25,179,354,47,0.32,0.8,0,0,0.22,0.28,0,49
F001884,15101,"Bream, fillet, raw",521,75.4,19.6,3.13,5.1,0,0,0,0,0,0,0,23,0,30,0.4,31,350,347,84,0.6,2,0,3,0.95,1.76,0,74
F001881,15101,"Bream, fillet, baked, no added fat",714,66.2,26.8,4.29,7,0,0,0,0,0,0,0,32,0,39,0.55,42,479,475,115,0.82,2.3,0,3,1.3,2.41,0,101
F001885,15101,"Bream, fillet, steamed, no added fat",581,72.2,22.4,3.59,5.4,0,0,0,0,0,0,0,25,0,30,0.4,32,283,345,82,0.8,1.9,0,2,1.2,1.7,0,85
F003973,15101,"Flathead, flesh, raw",395,77.7,21.1,3.37,1,0,0,0,0,0,0,0,63,0,0,0.2,29,280,402,97,0.6,1.8,0,1,0.14,0.28,0,57
F003970,15101,"Flathead, flesh, baked, no added fat",541,69.4,28.8,4.62,1.4,0,0,0,0,0,0,0,86,0,0,0.27,40,384,551,133,0.82,2.2,0,1,0.19,0.38,0,78
F003974,15101,"Flathead, flesh, steamed, no added fat",487,71.9,26.1,4.17,1.2,0,0,0,0,0,0,0,45,0.01,10,0.4,32,286,405,91,0.7,1.9,0,1,0.37,0.34,0,78
F004202,15101,"Gemfish, flesh, raw",335,79.4,14,2.12,2.6,0,0,0,0,0,0.1,0.1,11,0.006,15.7,0.38,13,104,142,40,0.25,0.8,0,0,1.02,0.72,0,39
F004201,15101,"Gemfish, flesh, baked, no added fat",460,71.8,19.2,2.9,3.6,0,0,0,0,0,0.1,0.1,16,0.009,20.4,0.52,18,143,195,54,0.35,0.9,0,0,1.4,0.99,0,53
F004203,15101,"Gemfish, flesh, steamed, no added fat",569,73.8,26.4,3.73,3.1,0,0,0,0,0,0.3,0.3,10,0,0,0.65,25,196,274,72,0.46,1.7,0,0,1.63,0.87,0,55
F004811,15101,"Kingfish, yellowtail, aquacultured, fillet, with skin, raw",858,63.1,22.9,3.66,12.7,0,0,0,0,0,0,0,117,0.056,8.5,0.47,29,277,388,36,0.73,1.9,0,0,3.27,3.06,0,70
F004810,15101,"Kingfish, yellowtail, aquacultured, fillet, with skin, grilled, no added fat","1,175",49.4,31.3,5.01,17.4,0,0,0,0,0,0,0,160,0.076,11,0.64,40,379,532,49,0.99,2.2,0,0,4.48,4.19,0,95
F004812,15101,"Kingfish, yellowtail, aquacultured, fillet, with skin, steamed, no added fat","1,021",56,27.2,4.36,15.1,0,0,0,0,0,0,0,139,0.066,8,0.56,31,297,393,36,0.86,1.9,0,0,3.9,3.64,0,83
F005268,15101,"Mackerel, raw",561,71.7,19.3,3.09,6.3,0,,0,0,0,0,0,11,,29,0.44,33,205,446,59,0.49,2.4,0,2,0.69,2.03,0,76
F005267,15101,"Mackerel, grilled, no added fat",768,61.2,26.4,4.23,8.6,0,,0,0,0,0,0,15,,37.7,0.6,45,281,611,81,0.67,2.7,0,2,0.94,2.78,0,104
F005270,15101,"Mackerel, steamed, no added fat",668,66.3,23,3.67,7.5,0,,0,0,0,0,0,13,,27.6,0.52,35,220,451,60,0.58,2.4,0,1,0.82,2.42,0,90
F005659,15101,"Milkfish, aquacultured, flesh, raw",795,64.2,23.4,3.74,10.7,0,0,0,0,0,0,0,18,0.041,30,0.4,31,350,347,84,0.84,2,0,0,0.95,3.79,0,74
F005658,15101,"Milkfish, aquacultured, flesh, grilled, no added fat","1,089",51,32,5.13,14.7,0,0,0,0,0,0,0,25,0.056,39,0.55,42,479,475,115,1.15,2.3,0,0,1.3,5.19,0,101
F005660,15101,"Milkfish, aquacultured, flesh, steamed, no added fat",946,57.4,27.8,4.46,12.8,0,0,0,0,0,0,0,22,0.048,28.6,0.48,33,375,351,85,1,2,0,0,1.13,4.51,0,88
F005824,15101,"Morwong, fillet, raw",544,76.8,19.4,3.1,5.8,0,0,0,0,0,0,0,55,0,100,0.4,26,264,388,89,0.4,2.6,0,0,0.44,1.99,0,63
F005823,15101,"Morwong, fillet, grilled, no added fat",745,68.2,26.5,4.25,7.9,0,0,0,0,0,0,0,75,0,130.1,0.55,36,362,532,122,0.55,3,0,0,0.6,2.72,0,86
F005825,15101,"Morwong, fillet, steamed, no added fat",528,72.8,23,3.68,3.7,0,0,0,0,0,0,0,24,0.05,90,0.4,29,254,381,86,0.5,2.4,0,0,0.93,1.37,0,70
F005922,15101,"Mullet, yelloweye, fillet, raw",549,76.1,19.2,3.08,6,0,0,0,0,0,0,0,53,0.01,10,0.4,28,271,309,131,1.1,4.9,0,0,0.58,2.67,0,95
F005921,15101,"Mullet, yelloweye, fillet, baked, no added fat",752,67.3,26.4,4.22,8.2,0,0,0,0,0,0,0,73,0.014,13,0.55,38,371,423,179,1.51,6,0,0,0.79,3.65,0,130
F005923,15101,"Mullet, yelloweye, fillet, steamed, no added fat",559,73.6,22,3.52,5,0,0,0,0,0,0,0,40,0,10,0.6,34,290,284,144,1.05,4.9,0,0,0.73,2,0,91
F005930,15101,"Mulloway, flesh, raw",435,77.3,20.6,3.29,2.3,0,0,0,0,0,0,0,26,0,0,0.4,25,205,332,54,0.4,0.2,0,1,0.47,0.78,0,63
F005926,15101,"Mulloway, flesh, baked, no added fat",595,68.9,28.2,4.51,3.2,0,0,0,0,0,0,0,36,0,0,0.55,34,281,455,74,0.55,0.2,0,1,0.64,1.07,0,86
F005932,15101,"Mulloway, flesh, steamed, no added fat",540,73.6,23.2,3.72,3.9,0,0,0,0,0,0,0,30,0,10,0.6,28,223,353,63,0.6,0.4,0,1,0.6,1.36,0,83
F007827,15101,"Salmon, Atlantic, fillet, raw",965,62.3,20.5,3.28,16.7,0,0,0,0,0,0,0,48,0.04,0,0.31,28,260,366,32,0.42,2.2,0,0,2.49,3.77,0,63
F007826,15101,"Salmon, Atlantic, fillet, grilled, no added fat","1,078",57.8,22.9,3.66,18.6,0,0,0,0,0,0,0,54,0.045,0,0.35,32,290,409,36,0.47,2,0,0,2.78,4.21,0,71
F007828,15101,"Salmon, Atlantic, fillet, steamed, no added fat","1,135",55.6,24.1,3.86,19.6,0,0,0,0,0,0,0,57,0.047,0,0.37,30,275,366,32,0.49,2.2,0,0,2.93,4.44,0,74
F007849,15101,"Salmon, Pacific King, fillet, skinless, raw","1,149",58.3,18.1,2.89,22.8,0,,0,0,0,0,0,9,0.03,5,0.23,27,241,380,30,0.42,0.7,0,2,4.18,5.65,0,63
F007848,15101,"Salmon, Pacific King, fillet, skinless, grilled, no added fat","1,284",53.4,20.2,3.23,25.4,0,,0,0,0,0,0,10,0.034,5.3,0.26,30,269,424,33,0.47,0.6,0,2,4.67,6.32,0,70
F007850,15101,"Salmon, Pacific King, fillet, steamed, no added fat","1,352",51,21.3,3.4,26.8,0,,0,0,0,0,0,10,0.035,4.7,0.27,28,255,380,30,0.49,0.7,0,2,4.92,6.65,0,74
F007973,15101,"Sardine, Australian, whole, raw",442,72.9,19.7,3.16,2.9,0,,0,0,0,0,0,725,0.12,75.8,3.95,46,575,352,665,3.1,8.3,0,0,0.46,1.17,0,129
F007972,15101,"Sardine, Australian, whole, fried, no added fat",444,70.5,22,3.51,1.9,0,,0,0,0,0,0,872,0.131,52,6.1,54,690,402,794,3.29,6.8,0,0,0.44,0.59,0,162
F008775,15101,"Sprat, blue, wild caught, flesh, skin & bones, raw",378,75,18.7,2.99,1.6,0,,0,0,0,0,0,742,0.112,46.5,5.18,46,587,342,675,2.8,7,0,0,0.38,0.5,0,138
F008774,15101,"Sprat, blue, wild caught, flesh, skin & bones, fried, no added fat",444,70.5,22,3.51,1.9,0,,0,0,0,0,0,872,0.131,52,6.1,54,690,402,794,3.29,7.4,0,0,0.44,0.59,0,162
F008237,15101,"Shark, fillet, without skin, raw",434,77.4,24.6,3.94,0.4,0,0,0,0,0,0,0,10,0.033,27.7,0.16,34,208,345,180,0.34,0.8,0,0,0.32,0.1,0,61
F008236,15101,"Shark, fillet, without skin, baked, no added fat",595,69,33.8,5.4,0.6,0,0,0,0,0,0,0,13,0.046,36,0.22,46,285,473,246,0.46,0.9,0,0,0.44,0.13,0,84
F008238,15101,"Shark, fillet, without skin, steamed, no added fat",488,74.6,27.7,4.43,0.5,0,0,0,0,0,0,0,9,0.038,23.3,0.14,30,187,310,162,0.3,0.8,0,0,0.36,0.11,0,69
F008233,15501,"Shark, battered, deep-fried, takeaway outlet","1,090",54.2,15.5,2.48,14.5,1.3,0.3,0,0,15,16.5,16.5,11,0.049,3.4,0.4,24,220,310,295,0.38,0.2,0,0,3.1,3.39,0,29
F008263,15101,"Silver perch, aquacultured, raw",924,61.8,19.5,3.11,16,0,0,0,0,0,0,0,18,0.026,30,0.4,31,350,347,70,0.86,2,0,0,0.95,4.27,0,74
F008258,15101,"Silver perch, aquacultured, baked, no added fat","1,266",47.7,26.7,4.27,22,0,0,0,0,0,0,0,25,0.036,39,0.55,42,479,475,96,1.18,2.3,0,0,1.3,5.85,0,101
F008264,15101,"Silver perch, aquacultured, steamed, no added fat","1,100",54.5,23.2,3.71,19.1,0,0,0,0,0,0,0,22,0.031,28.6,0.48,33,375,351,71,1.03,2,0,0,1.13,5.09,0,88
F008359,15101,"Snapper, fillet, raw",404,77,20.3,3.25,1.6,0,0,0,0,0,0,0,123,0,40,0.3,32,347,449,85,0.7,2.5,0,1,0.6,0.46,0,61
F008358,15101,"Snapper, fillet, baked, no added fat",554,68.6,27.8,4.45,2.2,0,0,0,0,0,0,0,168,0,52,0.41,44,475,615,116,0.96,3.1,0,1,0.82,0.64,0,84
F008360,15101,"Snapper, fillet, steamed, no added fat",554,68.6,27.8,4.45,2.2,0,0,0,0,0,0,0,135,0,41.1,0.33,35,380,492,93,0.77,3.2,0,1,0.82,0.64,0,84
F009163,15101,"Tilapia, fillet, raw",477,75.2,18.5,2.96,4.4,0,0,0,0,0,0,0,18,0.022,30,0.4,31,350,347,84,0.75,2,0,0,0.95,1.37,0,74
F009161,15101,"Tilapia, fillet, baked, no added fat",654,66,25.3,4.05,6,0,0,0,0,0,0,0,25,0.031,39,0.55,42,479,475,115,1.02,2.5,0,0,1.3,1.88,0,101
F009164,15101,"Tilapia, fillet, steamed, no added fat",568,70.4,22,3.52,5.2,0,0,0,0,0,0,0,22,0.027,28.6,0.48,33,375,351,85,0.89,2,0,0,1.13,1.63,0,88
F009268,15101,"Trout, ocean, aquacultured, fillet, without skin, raw","1,205",54.3,17.4,2.78,24.6,0,0,0,0,0,0,0,73,0.599,14.5,0.35,32,221,291,247,0.82,2,0,1,2.63,6.24,0,109
F009267,15101,"Trout, ocean, aquacultured, fillet, without skin, baked, no added fat","1,651",37.4,23.8,3.81,33.7,0,0,0,0,0,0,0,100,0.82,18.9,0.47,44,303,399,338,1.12,2.3,0,1,3.61,8.55,0,149
F009269,15101,"Trout, ocean, aquacultured, fillet, without skin, steamed, no added fat","1,435",45.6,20.7,3.31,29.3,0,0,0,0,0,0,0,87,0.713,13.8,0.41,34,237,295,250,0.97,2,0,1,3.14,7.43,0,130
F009271,15101,"Trout, rainbow, aquacultured, raw",645,70,19.6,3.13,8.4,0,0,0,0,0,0,0,48,0.033,0,0.31,28,260,366,70,0.79,2.2,0,0,2.47,2.51,0,63
F009270,15101,"Trout, rainbow, aquacultured, baked, no added fat",883,58.9,26.8,4.29,11.6,0,0,0,0,0,0,0,66,0.045,0,0.43,39,356,502,96,1.08,2.6,0,0,3.38,3.44,0,87
F009273,15101,"Trout, rainbow, aquacultured, steamed, no added fat",767,64.3,23.3,3.73,10,0,0,0,0,0,0,0,57,0.039,0,0.37,30,278,371,71,0.94,2.2,0,0,2.94,2.99,0,75
F009303,15101,"Tuna, yellowfin, flesh, raw",435,71,23.4,3.74,1,0,0,0,0,0,0,0,16,0.06,28,0.73,50,191,444,37,0.52,0.5,0,1,0.5,0.24,0,45
F009302,15101,"Tuna, yellowfin, flesh, baked, no added fat",596,60.3,32,5.13,1.4,0,0,0,0,0,0,0,22,0.082,36.4,1,68,262,608,51,0.71,0.6,0,1,0.68,0.33,0,62
F009304,15101,"Tuna, yellowfin, flesh, steamed, no added fat",518,65.5,27.8,4.46,1.2,0,0,0,0,0,0,0,19,0.071,26.7,0.87,54,205,449,37,0.62,0.5,0,1,0.6,0.28,0,54
F009560,15101,"Whiting, King George, flesh, raw",362,77.6,19.8,3.16,0.7,0,0,0,0,0,0,0,37,0.01,10,0.2,28,253,353,70,0.8,1.5,0,1,0.56,0.18,0,95
F009557,15101,"Whiting, King George, flesh, baked, no added fat",517,67.9,28.2,4.51,1,0,0,0,0,0,0,0,53,0.014,13.6,0.28,40,361,504,100,1.14,1.9,0,1,0.8,0.26,0,136
F009561,15101,"Whiting, King George, flesh, steamed, no added fat",437,73.4,23.3,3.73,1.1,0,0,0,0,0,0,0,19,0.08,0,0.3,29,252,332,69,0.9,1.4,0,1,0.68,0.28,0,104
F003920,15302,"Fish, eel, raw",745,68.3,18.4,2.95,11.7,0,,0,0,0,0,0,20,,21.6,0.5,20,216,272,51,1.62,3,0,2,4,2.36,0,126
F003950,15501,"Fish, white flesh, battered, packaged frozen, baked, no added fat",820,55,12.2,1.96,7,0.5,0,0,0,19,20.6,20.6,21,,10.7,0.5,23,187,243,383,0.4,0.5,0,0,3.22,0.77,0,27
F003954,15501,"Fish, white flesh, crumbed, packaged frozen, baked, no added fat",856,57.1,11.8,1.88,10,0.5,0.1,0,0,15,16.7,16.7,21,0.052,10.7,0.5,24,187,243,383,0.49,0.5,0,0,3.22,1.12,0,23
F003907,15501,"Fish, battered or crumbed, from takeaway outlet, deep fried, blended frying fat, ready to eat","1,006",51.1,15.2,2.43,13.2,0.1,,0,0,14.6,15.2,15.2,21,,1,0.5,23,187,243,406,1,1,0,0,0.21,4.58,0,41
F000002,15202,"Abalone, black lip, aquacultured, raw",332,76.6,16.2,2.6,0.8,0,0.4,0,0,0,1.6,1.6,29,0.31,50.5,2.33,69,152,250,390,1.05,15,0,0,0.94,0.16,0,136
F000003,15202,"Abalone, black lip, wild, raw",380,75.6,19.4,3.11,0.6,0,0.4,0,0,0,1.6,1.6,21,0.186,80,1.78,54,150,285,268,1.12,15,0,0,1.01,0.14,0,152
F000005,15202,"Abalone, green lip, aquacultured, raw",345,75.2,17.1,2.73,0.8,0,0.4,0,0,0,1.6,1.6,58,0.253,201.7,2.6,65,155,260,792,1.48,15,0,0,0.44,0.17,0,139
F000006,15202,"Abalone, green lip, wild, raw",363,74,18.7,2.99,0.5,0,0.4,0,0,0,1.6,1.6,19,0.098,190,2.15,45,132,252,255,0.46,15,0,0,1.79,0.13,0,174
F000004,15202,"Abalone, brown lip, wild, raw",352,78.8,17.8,2.86,0.6,0,0.4,0,0,0,1.6,1.6,20,0.086,110,4.65,46,110,210,280,0.74,15,0,0,1.16,0.15,0,123
F003243,15201,"Crab, flesh, purchased steamed or boiled",370,77,20.2,3.23,0.7,0,,0,0,0,0,0,120,0.68,59,2.72,33,210,280,420,6.42,2.5,0,1,0,0.14,0,97
F005228,15201,"Lobster, southern rock, wild, flesh, raw",370,78,20.2,3.24,0.7,0,0,0,0,0,0,0,57,0.592,36,0,41,288,364,283,2,0.3,0,0,1.98,0.12,0,236
F005227,15201,"Lobster, southern rock, wild, flesh, purchased steamed or boiled",411,75.5,22.5,3.6,0.8,0,0,0,0,0,0,0,63,0.658,34,0,45,240,364,283,2.22,0.3,0,0,2.2,0.13,0,262
F005968,15202,"Mussel, blue, steamed",438,75.2,16,2.56,2.3,0,0,0,0,0,4.7,4.7,173,,267.8,2.97,76,122,130,353,3.12,20,0,5,1.05,0.37,0,94
F006150,15202,"Octopus, raw",292,80.2,14.9,2.39,1,0,,0,0,0,0,0,53,,20,5.3,30,186,350,230,1.6,20,0,5,1.2,0.22,0,48
F006146,15202,"Octopus, boiled, no added fat",324,78,16.6,2.65,1.2,0,,0,0,0,0,0,59,,16.7,5.59,30,165,311,204,1.78,17.8,0,4,1.33,0.25,0,53
F006288,15202,"Oyster, native, aquacultured, raw",191,84.7,7.3,1.17,1.5,0,0,0,0,0.6,0.6,0.6,139,0.778,161.8,3.75,78,115,190,585,11.05,15,0,0,0.9,0.36,0,76
F006289,15202,"Oyster, Pacific, aquacultured, raw",279,81.4,10.8,1.74,2.2,0,0,0,0,0.6,0.6,0.6,229,1.084,202,4.43,80,174,231,541,18.04,15,0,1,1.14,0.49,0,61
F006291,15202,"Oyster, Sydney rock, aquacultured, raw",298,79.8,10.6,1.69,2.9,0,0,0,0,0.6,0.6,0.6,148,1.272,162.1,3.47,74,183,235,491,20.25,15,0,0,0.94,0.63,0,76
F006285,15202,"Oyster, aquacultured, raw",268,81.5,10.1,1.62,2.3,0,0,0,0,0.6,0.6,0.6,190,1.08,183.8,4.04,78,166,225,535,17.37,15,0,1,1.05,0.5,0,68
F007422,15201,"Prawn, banana, wild, flesh, raw",247,83.6,13.2,2.12,0.6,0,0,0,0,0,0,0,20,0.224,23.8,0.14,23,331,78,509,0.91,1,0,0,1.22,0.13,0,507
F007421,15201,"Prawn, banana, aquacultured, purchased cooked",428,73.4,23.2,3.7,0.9,0,0,0,0,0,0,0,56,0.975,7.2,0.21,46,228,320,805,1.55,1.1,0,0,0.53,0.17,0,204
F007424,15201,"Prawn, brown tiger, wild, flesh, raw",432,74.2,23.4,3.75,0.9,0,0,0,0,0,0,0,163,0.56,70.1,0.27,54,327,404,273,1.69,1,0,0,1.7,0.17,0,445
F007423,15201,"Prawn, black tiger, aquacultured, purchased cooked",383,76.3,20.2,3.24,1.1,0,0,0,0,0,0,0,239,1.808,42.3,1.28,45,214,179,918,1.95,1.1,0,0,1.12,0.21,0,218
F007431,15201,"Prawn, endeavour, wild, flesh, raw",408,75.4,22.4,3.59,0.7,0,0,0,0,0,0,0,59,0.581,88.1,0.2,56,284,364,330,1.62,1,0,0,1.8,0.15,0,210
F007451,15201,"Prawn, school, wild, flesh, raw",345,78.2,17.8,2.86,1.1,0,0,0,0,0,0,0,583,0.536,79.4,2.77,48,280,306,114,1.54,1,0,0,1.88,0.24,0,204
F007454,15201,"Prawn, Western king, wild, flesh, raw",437,74.2,23.9,3.82,0.8,0,0,0,0,0,0,0,45,0.298,46.8,0.03,50,326,412,268,1.49,1,0,0,1.65,0.16,0,461
F007433,15201,"Prawn, flesh, raw (green)",381,76.8,20.7,3.32,0.8,0,0,0,0,0,0,0,72,0.416,57.2,0.16,45,317,314,345,1.43,1,0,0,1.59,0.15,0,406
F007432,15201,"Prawn, flesh, cooked from raw, no added fat",507,68.6,27.1,4.34,1.2,0,0,0,0,0,0,0,185,1.739,30.9,0.93,57,276,312,"1,077",2.19,1.4,0,0,1.03,0.24,0,264
F008166,15202,"Scallop, raw",351,79.6,15.6,2.5,0.8,0,0.4,0,0,0,3.4,3.4,26,0.042,150,0.76,42,280,360,150,1.2,2.8,0,0,0.71,0.14,0,42
F008165,15202,"Scallop, fried, no added fat",439,74.5,19.5,3.12,1,0,0.4,0,0,0,4.2,4.2,32,0.052,178.1,0.95,52,350,450,188,1.5,3,0,0,0.89,0.18,0,52
F008828,15202,"Squid or calamari, raw",328,81,16.7,2.67,1.2,0,0,0,0,0,0,0,11,,20,1.3,36,258,156,284,1.3,1.3,0,1,1.2,0.31,0,199
F008825,15202,"Squid or calamari, fried, no added fat",410,76.2,20.9,3.34,1.5,0,0,0,0,0,0,0,14,,23.8,1.62,45,322,195,355,1.62,1.4,0,1,1.5,0.39,0,249
F000074,15401,"Anchovy, canned in oil, drained",762,49.5,25.4,4.07,8.9,0,0,0,0,0,0,0,167,,13,2.5,69,252,180,"5,480",2.9,0.9,0,0,3.33,1.97,0,77
F003009,15102,"Cod, smoked, raw",356,81.1,18.8,3,1,0,0,0,0,0,0,0,20,0.015,50,0.2,27,180,300,655,0.3,0.3,0,2,0.41,0.25,0,49
F003003,15102,"Cod or hake, smoked, steamed",396,76.6,20.1,3.21,1.5,0,0,0,0,0,0,0,20,0.028,0,0.2,27,250,252,548,0.5,0.3,0,1,0.46,0.36,0,59
F003897,15501,"Fish finger, crumbed, purchased frozen, raw",924,57.3,12.1,1.94,11.6,1.1,0.2,0,0,15.1,16.6,16.6,13,0.056,4.4,0.45,22,170,190,300,0.4,0.4,0,0,0.45,1.56,0,28
F003896,15501,"Fish finger, crumbed, purchased frozen, grilled, no added fat","1,050",51.5,13.8,2.2,13.2,1.2,0.2,0,0,17.2,18.9,18.9,15,0.064,4.8,0.51,25,193,216,341,0.45,0.4,0,0,0.51,1.78,0,32
F007853,15401,"Salmon, pink, canned in brine, drained",579,70.9,20.7,3.31,6.2,0,0,0,0,0,0,0,191,0.098,60,1.14,30,312,286,382,1.05,1.3,0,0,0.93,1.4,0,74
F007847,15401,"Salmon, flavoured, canned, undrained",538,74.6,15.5,2.48,5,0,0.8,3.7,3.7,1.4,5.5,5.5,102,0.047,17,1.07,25,231,240,420,0.66,1.3,0,0,0.93,0.69,0,74
F007860,15401,"Salmon, red, canned in brine, drained",617,69.6,24.4,3.9,5.5,0,0,0,0,0,0,0,130,0.063,13,0.46,26,260,270,350,0.63,0.7,0,0,0.93,1.14,0,63
F007864,15102,"Salmon, smoked, sliced",787,62.4,24.3,3.89,10.1,0,0,0,0,0,0,0,8,0.04,7.4,0.31,34,300,420,"1,015",0.38,1.5,0,0,0.6,1.74,0,55
F009285,15401,"Tuna, canned in brine, drained",540,74.4,26.1,4.18,2.6,0,0,0,0,0,0,0,5,0.057,10.2,1.16,24,186,205,200,0.76,1.1,0,0,0,1.03,0,53
F009803,,"Bar, snack, oat based, baked","1,910",9.2,8,1.28,26.7,5.7,3.5,14.7,19.6,23.6,44.8,44.8,78,0.29,8.3,2.5,89,250,340,170,1.1,0,0,0,1.74,16.72,0,47
F009293,15401,"Tuna, flavoured, canned in oil, drained",577,72.3,18,2.88,5.8,0.3,0.4,2.4,2.4,0.8,3.3,3.3,13,0.068,12,1.2,27,160,250,430,0.53,1.1,0,0,1.93,1.12,0,53
F000333,28302,"Bar, muesli, plain or with dried fruit","1,586",8.7,8.3,1.1,11.5,7,3.3,11.5,14.3,41.5,59.2,59.2,26,0.18,0,2.1,72,234,335,144,0.73,0,0,0,0.5,3.2,0,8
F009804,28201,"Ball, snack, date based","1,389",13.4,8.8,1.4,11.7,9.9,20,0,0.3,4,45,45,100,1,5.1,5.9,160,240,970,35,2.2,0,0,0,1.41,4.26,9,0
F000344,28302,"Bar, muesli, with nuts","1,861",6.2,9.4,1.38,19.9,6.8,,12.3,14,40.2,54.2,54.2,29,0.19,0.8,1.85,62,197,318,162,0.92,0,0,0,1.12,5.3,0,4
F009801,28202,"Bar, snack, with >55% nuts","2,163",5.1,18.8,3,34.6,6.8,4.8,11.7,15.9,15,31,31,99,0.68,2.3,2.3,180,370,580,39,2.3,0,0,0,10.17,4.86,0,0
F009802,28301,"Bar, snack, with >35% nuts, added protein","1,982",5.6,25,4,31.9,4.8,2.2,0,0,5.8,20.8,20.8,88,0.7,6,3.3,110,340,450,270,1.9,0,0,0,6.49,6.85,3,7
F000337,28303,"Bar, muesli, plain or with dried fruit, chocolate-coated","1,653",6.9,6.1,0.98,11.5,6.4,3,12.6,14.8,44,64.1,64.1,37,0.26,0,1.6,68,225,272,70,1.18,0,0,0,0.6,6.65,2,7
F000339,28303,"Bar, muesli, plain or with dried fruit, yoghurt-coated","1,675",8.2,6.6,1.06,14,6.4,3,12.3,15.2,36.4,59.5,59.5,97,0.07,0,0.9,62,132,359,74,0.13,0,0,2,0.5,8.85,0,12
F000368,28304,"Bar, snack, fruit filled, baked","1,400",14.3,3.9,0.62,3,4.5,10,25.6,25.6,37.7,69.1,71.1,22,0.13,2,0.3,19,40,174,199,0.37,0,0,38,0.31,1.27,0,12
F003198,26201,"Corn chips, plain, toasted, salted","2,053",1.4,7.5,1.2,25,5.2,0,0,0,55.4,56,56,130,0.125,5.4,1.3,92,255,170,420,1.5,0,0,0,3.6,5.81,0,0
F003802,26301,"Extruded snack, cheese flavoured","2,038",1.5,8.8,1.4,25.8,3.2,0,0,0,51,53.5,53.5,190,0.075,12.2,0.3,29,170,230,"1,000",1.37,0,0,0,4.8,11.3,0,9
F004248,26301,"Snack, grain based, extruded, flavoured","1,934",1.8,7.4,1.29,22.6,6.9,0,4.6,4.6,47.6,54.2,54.2,20,0.16,11,1.9,79,230,430,320,1.2,0,0,0,7.33,1.86,0,0
F006030,26401,"Noodle snack, wheat, flavoured, dry","2,080",4.7,10.4,0.75,23.6,1.7,,1.4,1.4,58.2,60,60,23,,2,1.98,25,116,183,938,0.82,0.9,0,0,0.99,10.72,0,0
F006844,26202,"Popcorn, commercial, butter flavoured, salted","2,053",3.4,9.1,1.45,26.5,8.8,0,0,0,49,49.6,49.6,7,0.245,0,2.15,142,310,260,626,2.4,0,0,0,2.62,16.54,0,6
F007193,26101,"Potato crisps or chips, plain, salted","2,140",1.8,6,0.95,33.3,3.2,0,0,0,44.9,45.8,45.8,21,0.245,4.9,1.2,60,162,"1,250",592,1,0,0,23,8.63,7.5,0,0
F007201,26101,"Potato crisps or chips, salt & vinegar flavoured","2,097",2.3,6.8,1.08,32.6,3.6,0,0,0,42.1,43.6,43.6,22,0.188,5.5,1,64,128,"1,200",970,0.72,0,0,24,6.77,7.84,0,0
F007189,26101,"Potato crisps or chips, flavoured (other than salt & vinegar)","2,092",2.3,6.8,1.08,32.5,3.6,0,0.2,0.2,42.1,43.6,43.6,24,0.212,5.4,1.85,60,155,"1,350",664,0.84,0,0,24,6.77,7.1,0,0
F007198,26101,"Potato crisps or chips, reformed, salted","2,314",3.7,5.7,0.75,34.1,2.8,,0,0,53.2,55.1,55.1,54,,0,1.25,46,125,700,430,0.61,0,0,10,8.6,7.83,0,0
F009836,24102,"Vegetable crisps or chips, sweet potato & taro, flavoured","2,051",2.4,3,0.48,31.1,6.3,1.7,1,1,35.3,47.7,47.7,82,0.29,12,1.7,51,110,770,440,0.47,0,0,0,8.2,10.14,0,0
F007204,26101,"Potato straws, French fries, plain","2,165",1.6,6.9,1.1,31,3.2,0,0,0,51.4,51.6,51.6,31,,0,3.6,51,162,"1,390",576,1.1,0,0,42,8.6,13.37,0,0
F009073,26201,"Taco shell, from corn flour, plain","1,948",6.4,6.8,1.08,21.8,7.3,0,0,0,55.2,56.3,56.3,52,0.11,3.4,1.3,80,230,210,80,1.6,0,0,0,7.66,1.81,0,0
